transaction_id,Date,Store,Product,Quantity,Price
148,2023-08-10,Tokyo-04,Keyboard,5,95.58
149,2023-02-04,Tokyo-04,Keyboard,8,110.87
150,2023-09-21,Paris-05,Cables,9,16.79
151,2023-03-07,NYC-02,Cables,1,16.53
152,2023-11-02,London-01,TV,6,1636.49
153,2023-01-10,Tokyo-04,Phone,4,829.15
154,2023-06-25,Paris-05,Mouse,9,21.7
155,2023-08-11,London-01,Cables,9,13.77
156,2023-03-30,NYC-02,Phone,3,906.27
157,2023-11-16,Tokyo-04,Keyboard,5,87.36
158,2023-05-16,Paris-05,Laptop,2,1236.38
159,2023-04-06,London-01,Keyboard,9,86.76
160,2023-04-08,London-01,Phone,8,886.0
161,2023-12-05,Berlin-03,Monitor,7,303.24
162,2023-09-19,Berlin-03,Mouse,7,22.06
163,2023-08-24,London-01,Keyboard,8,85.12
164,2023-02-17,London-01,TV,9,1368.07
165,2023-11-26,Berlin-03,Mouse,7,28.65
166,2023-09-07,Berlin-03,Mouse,7,26.81
167,2023-09-23,Paris-05,Keyboard,6,91.65
168,2023-11-10,Berlin-03,Phone,7,891.71
169,2023-04-13,Berlin-03,Cables,6,15.89
170,2023-06-14,Berlin-03,Mouse,8,26.15
171,2023-06-11,Tokyo-04,Cables,8,13.89
172,2023-04-14,Paris-05,TV,9,1405.02
173,2023-05-07,Tokyo-04,Cables,9,15.28
174,2023-11-29,Paris-05,Phone,9,802.18
175,2023-03-20,NYC-02,Mouse,6,23.18
176,2023-09-05,Tokyo-04,Phone,8,898.06
177,2023-07-30,Paris-05,Keyboard,8,113.52
178,2023-01-02,Berlin-03,Mouse,4,26.39
179,2023-11-20,Tokyo-04,Laptop,6,1347.09
180,2023-09-14,Berlin-03,Keyboard,9,113.54
181,2023-04-24,London-01,Cables,9,13.83
182,2023-06-18,Berlin-03,Cables,6,15.23
183,2023-12-13,Tokyo-04,TV,8,1534.75
184,2023-01-19,Tokyo-04,Mouse,7,22.7
185,2023-02-09,Paris-05,Cables,6,14.86
186,2023-09-14,Berlin-03,Phone,5,852.39
187,2023-10-01,London-01,Mouse,3,22.42
188,2023-12-04,Tokyo-04,Mouse,2,27.6
189,2023-02-02,Tokyo-04,Phone,3,783.73
190,2023-04-17,UNKNOWN,Cables,9,13.15
191,2023-09-04,Tokyo-04,Mouse,2,28.27
192,2023-07-01,London-01,Monitor,9,344.72
193,2023-07-25,Berlin-03,Mouse,4,28.39
194,2023-02-13,Berlin-03,Cables,6,14.09
195,2023-01-02,London-01,Laptop,5,1187.15
196,2023-07-07,London-01,Keyboard,8,106.79
197,2023-11-06,Paris-05,Monitor,4,310.4
198,2023-01-25,London-01,Keyboard,8,101.33
199,2023-03-04,Berlin-03,Cables,6,13.22
200,2023-08-04,London-01,Mouse,2,21.88
201,2023-12-17,Tokyo-04,Cables,9,13.03
202,2023-11-01,Tokyo-04,Laptop,7,1147.82
203,2023-08-07,London-01,Mouse,2,25.36
204,2023-01-16,Paris-05,Laptop,6,1156.04
205,2023-05-03,Tokyo-04,TV,6,1529.85
206,2023-12-27,Tokyo-04,TV,2,1351.8
207,2023-07-22,Berlin-03,Monitor,4,287.15
208,2023-08-17,Paris-05,TV,4,1673.35
209,2023-07-16,Tokyo-04,Monitor,2,331.06
210,2023-06-29,NYC-02,Laptop,3,1332.37
211,2023-01-29,Berlin-03,Cables,6,14.02
212,2023-01-01,Tokyo-04,Cables,6,13.3
213,2023-05-11,Berlin-03,Phone,6,810.15
214,2023-10-19,Berlin-03,Laptop,4,1142.07
215,2023-08-26,Tokyo-04,Phone,9,906.26
216,2023-09-26,Paris-05,TV,5,1468.59
217,2023-01-14,London-01,Keyboard,6,109.9
218,2023-11-03,Tokyo-04,Monitor,6,268.51
219,2023-07-21,NYC-02,Mouse,5,21.86
220,2023-11-30,NYC-02,Cables,9,13.42
221,2023-10-22,London-01,Laptop,6,1187.4
222,2023-07-14,Tokyo-04,Cables,1,15.84
223,2023-10-25,Paris-05,Keyboard,8,98.08
224,2023-12-31,Tokyo-04,Mouse,6,25.59
225,2023-09-18,London-01,Monitor,5,320.83
226,2023-11-12,Tokyo-04,Cables,1,14.75
227,2023-11-03,Berlin-03,Monitor,2,313.12
228,2023-04-29,NYC-02,TV,9,1376.85
229,2023-05-26,NYC-02,Phone,6,735.61
230,2023-06-14,UNKNOWN,Keyboard,6,95.57
231,2023-08-18,Paris-05,Mouse,2,27.56
232,2023-10-09,Berlin-03,TV,1,1602.68
233,2023-07-03,Tokyo-04,TV,5,1316.29
234,2023-08-08,Berlin-03,Monitor,1,320.55
235,2023-06-06,London-01,Keyboard,7,90.84
236,2023-12-02,NYC-02,Mouse,3,27.83
237,2023-12-12,London-01,Phone,1,900.25
238,2023-04-30,Tokyo-04,Cables,9,15.55
239,2023-05-04,NYC-02,Mouse,9,23.14
240,2023-04-27,Berlin-03,Keyboard,6,104.91
241,2023-02-07,NYC-02,Cables,8,16.51
242,2023-02-01,NYC-02,Keyboard,4,102.6
243,2023-04-05,Paris-05,Monitor,8,309.81
244,2023-02-22,Berlin-03,Laptop,1,1083.17
245,2023-08-03,London-01,Laptop,2,1320.41
246,2023-08-27,Paris-05,Mouse,5,24.4
247,2023-03-20,Paris-05,TV,7,1470.31
248,2023-11-04,NYC-02,Keyboard,7,109.62
249,2023-02-17,Paris-05,TV,3,1687.54
250,2023-01-24,Tokyo-04,Mouse,3,25.68
251,2023-12-01,London-01,Monitor,3,301.92
252,2023-04-06,Berlin-03,Cables,5,15.19
253,2023-05-07,Paris-05,Phone,4,718.81
254,2023-01-30,Berlin-03,Mouse,2,28.0
255,2023-07-03,NYC-02,Keyboard,7,85.59
256,2023-08-05,London-01,Mouse,5,23.95
257,2023-07-25,Tokyo-04,Cables,7,15.39
258,2023-04-06,Berlin-03,TV,4,1349.83
259,2023-06-21,Paris-05,Monitor,7,255.05
260,2023-09-18,London-01,Keyboard,9,94.68
261,2023-11-22,London-01,Phone,3,740.46
262,2023-11-30,London-01,Cables,2,13.57
263,2023-02-09,London-01,Keyboard,6,102.49
264,2023-01-05,Paris-05,TV,6,1702.31
265,2023-10-27,Tokyo-04,Cables,3,14.01
266,2023-10-18,Berlin-03,Mouse,7,28.6
267,2023-07-19,London-01,Keyboard,1,85.46
268,2023-08-09,NYC-02,Phone,3,914.29
269,2023-04-29,London-01,Cables,6,16.42
270,2023-01-21,Tokyo-04,Mouse,5,27.47
271,2023-03-21,NYC-02,Mouse,9,25.58
272,2023-06-26,Paris-05,TV,8,1556.97
273,2023-01-31,London-01,TV,5,1588.64
274,2023-03-08,London-01,Keyboard,7,85.35
275,2023-02-06,London-01,Laptop,3,1168.19
276,2023-10-14,Tokyo-04,TV,9,1600.62
277,2023-01-03,London-01,Keyboard,4,109.55
278,2023-05-28,Tokyo-04,Laptop,7,1124.19
279,2023-12-27,NYC-02,Monitor,2,273.07
280,2023-10-16,NYC-02,Cables,5,14.28
281,2023-04-10,London-01,Keyboard,7,108.57
282,2023-03-28,NYC-02,TV,4,1630.87
283,2023-12-25,NYC-02,Phone,6,813.54
284,2023-12-10,London-01,Phone,5,684.58
285,2023-03-26,Paris-05,Monitor,4,305.81
286,2023-07-18,Paris-05,Cables,3,13.51
287,2023-02-27,NYC-02,Keyboard,6,105.94
288,2023-01-25,NYC-02,Laptop,4,1269.05
289,2023-09-25,Paris-05,Monitor,9,315.46
290,2023-04-21,London-01,Mouse,3,22.38
291,2023-10-25,Berlin-03,Keyboard,7,94.52
292,2023-01-03,Berlin-03,Keyboard,5,0.0
293,2023-10-15,London-01,TV,2,1333.34
294,2023-06-01,NYC-02,TV,3,1398.77
295,2023-12-08,London-01,TV,4,1456.99
296,2023-10-28,Berlin-03,Mouse,4,23.06
297,2023-11-18,NYC-02,TV,8,1657.61
298,2023-04-01,London-01,TV,3,1427.06
299,2023-12-13,London-01,Phone,8,856.62
300,2023-05-10,Paris-05,Monitor,2,333.41
301,2023-03-21,Paris-05,Keyboard,2,102.89
302,2023-01-16,London-01,Mouse,8,23.22
303,2023-07-21,Berlin-03,Cables,3,17.06
304,2023-06-09,London-01,Monitor,8,316.4
305,2023-08-24,Paris-05,TV,8,1537.24
306,2023-12-30,Paris-05,Phone,6,890.43
307,2023-12-10,NYC-02,Mouse,8,26.27
308,2023-08-01,NYC-02,Laptop,2,1219.76
309,2023-10-04,Tokyo-04,Laptop,1,1166.76
310,2023-11-07,Berlin-03,TV,5,1285.9
311,2023-07-30,NYC-02,Laptop,7,1087.17
312,2023-07-04,Berlin-03,Cables,1,15.84
313,2023-02-27,NYC-02,Cables,4,13.01
314,2023-04-25,London-01,Keyboard,9,94.03
315,2023-10-18,London-01,Phone,2,730.02
316,2023-07-31,NYC-02,Keyboard,8,95.8
317,2023-02-22,London-01,Keyboard,2,92.94
318,2023-10-29,Paris-05,Monitor,6,280.59
319,2023-09-16,Tokyo-04,Laptop,8,1230.66
320,2023-07-08,NYC-02,Cables,9,15.48
321,2023-04-29,NYC-02,Cables,1,14.14
322,2023-01-18,Berlin-03,Cables,7,15.79
323,2023-08-15,NYC-02,Cables,9,15.6
324,2023-12-10,Paris-05,Monitor,7,322.35
325,2023-10-19,UNKNOWN,Monitor,1,286.55
326,2023-03-12,Tokyo-04,TV,3,1535.99
327,2023-06-23,Paris-05,Cables,6,13.41
328,2023-07-29,Paris-05,Laptop,5,1194.25
329,2023-06-26,London-01,Keyboard,7,111.15
330,2023-12-29,Paris-05,TV,9,1539.97
331,2023-07-28,London-01,Cables,7,15.71
332,2023-08-20,Berlin-03,Monitor,7,293.76
333,2023-06-19,Paris-05,Keyboard,4,113.67
334,2023-08-07,London-01,Mouse,5,23.24
335,2023-11-30,London-01,Mouse,1,22.22
336,2023-07-29,NYC-02,Phone,9,917.24
337,2023-02-21,Tokyo-04,Mouse,8,24.76
338,2023-12-23,London-01,Cables,8,13.66
339,2023-02-08,London-01,Keyboard,7,97.11
340,2023-01-31,Tokyo-04,Cables,5,13.92
341,2023-09-11,Paris-05,Keyboard,7,96.39
342,2023-07-29,Paris-05,Mouse,1,22.58
343,2023-08-19,NYC-02,Laptop,2,1043.72
344,2023-06-09,Berlin-03,Keyboard,2,106.06
345,2023-11-29,Berlin-03,Cables,2,17.09
346,2023-02-22,London-01,Laptop,5,1309.59
347,2023-03-28,Tokyo-04,Monitor,2,292.11
348,2023-11-08,Tokyo-04,Phone,4,769.97
349,2023-04-21,Paris-05,Mouse,8,26.97
350,2023-02-05,NYC-02,TV,4,1497.3
351,2023-06-07,Berlin-03,TV,4,1671.16
352,2023-01-19,London-01,TV,9,1577.01
353,2023-01-20,London-01,Cables,8,14.86
354,2023-07-26,Berlin-03,Laptop,6,1087.71
355,2023-10-07,Paris-05,Cables,1,14.48
356,2023-05-07,Paris-05,TV,3,1428.61
357,2023-04-06,Tokyo-04,Mouse,7,26.49
358,2023-11-19,Berlin-03,Laptop,2,1174.97
359,2023-05-02,NYC-02,Phone,6,898.21
360,2023-08-29,NYC-02,Laptop,1,1143.01
361,2023-05-05,Berlin-03,Mouse,1,27.78
362,2023-06-22,Tokyo-04,Cables,9,14.17
363,2023-01-18,Paris-05,Monitor,3,270.86
364,2023-03-20,Tokyo-04,Phone,7,905.81
365,2023-12-30,NYC-02,Cables,4,16.65
366,2023-12-08,Tokyo-04,Phone,6,855.14
367,2023-12-01,NYC-02,Cables,9,14.92
368,2023-07-05,Tokyo-04,TV,8,1434.49
369,2023-02-13,London-01,TV,8,1519.72
370,2023-07-01,NYC-02,Keyboard,5,114.04
371,2023-01-08,London-01,Laptop,8,1105.2
372,2023-06-12,Paris-05,Keyboard,4,109.69
373,2023-12-01,NYC-02,TV,2,1711.76
374,2023-11-28,NYC-02,Keyboard,8,109.08
375,2023-10-02,NYC-02,Keyboard,7,97.39
376,2023-10-07,Paris-05,Laptop,6,1151.3
377,2023-12-05,Paris-05,Phone,9,754.7
378,2023-02-19,London-01,Laptop,1,1352.53
379,2023-06-26,Tokyo-04,Laptop,1,1147.68
380,2023-11-24,Tokyo-04,Keyboard,7,98.76
381,2023-07-22,NYC-02,Laptop,5,1169.38
382,2023-11-13,NYC-02,Monitor,6,309.82
383,2023-07-16,London-01,TV,9,1643.58
384,2023-07-16,Paris-05,TV,7,1458.63
385,2023-01-27,London-01,Phone,4,729.84
386,2023-07-25,NYC-02,Mouse,5,25.08
387,2023-03-25,Paris-05,Monitor,9,280.28
388,2023-09-06,Paris-05,Monitor,6,337.74
389,2023-04-25,Paris-05,Keyboard,6,109.12
390,2023-03-14,Paris-05,Monitor,7,323.96
391,2023-10-02,Paris-05,Cables,8,15.55
392,2023-11-29,Tokyo-04,Mouse,6,25.85
393,2023-08-14,NYC-02,TV,1,1361.44
394,2023-07-11,London-01,Phone,6,868.25
395,2023-01-23,NYC-02,Keyboard,1,99.29
396,2023-04-09,Tokyo-04,Monitor,5,278.35
397,2023-09-14,Berlin-03,Phone,7,883.92
398,2023-07-09,Paris-05,Cables,1,16.19
399,2023-06-17,Berlin-03,Phone,8,910.18
400,2023-08-11,London-01,Keyboard,7,88.4
401,2023-09-20,Berlin-03,Laptop,7,1109.53
402,2023-03-26,Berlin-03,Mouse,5,25.59
403,2023-01-14,London-01,TV,8,1708.04
404,2023-04-14,Paris-05,Laptop,7,1208.82
405,2023-02-12,London-01,Phone,5,892.84
406,2023-10-02,London-01,Phone,9,851.14
407,2023-10-23,Tokyo-04,Mouse,5,26.39
408,2023-09-01,Paris-05,Mouse,4,21.82
409,2023-07-30,Tokyo-04,Cables,2,13.08
410,2023-08-22,NYC-02,Keyboard,2,95.96
411,2023-10-06,Tokyo-04,Mouse,1,23.76
412,2023-07-14,Berlin-03,Phone,8,895.05
413,2023-03-10,Berlin-03,Laptop,9,1062.44
414,2023-04-12,Berlin-03,Mouse,9,24.14
415,2023-03-20,Paris-05,TV,9,1489.52
416,2023-05-09,NYC-02,Mouse,3,21.5
417,2023-06-30,Paris-05,Keyboard,3,102.9
418,2023-11-29,Berlin-03,Phone,5,689.0
419,2023-10-28,London-01,Keyboard,3,92.05
420,2023-09-26,Tokyo-04,Cables,6,13.2
421,2023-02-09,Berlin-03,Cables,6,16.7
422,2023-03-08,Berlin-03,Laptop,1,1191.49
423,2023-08-11,NYC-02,Mouse,8,28.15
424,2023-03-27,London-01,Cables,6,14.52
425,2023-09-24,NYC-02,Cables,1,13.73
426,2023-01-12,Tokyo-04,Monitor,5,281.77
427,2023-06-24,Paris-05,Laptop,2,1315.96
428,2023-06-10,Berlin-03,Laptop,6,1283.58
429,2023-04-14,London-01,Cables,6,13.66
430,2023-04-16,NYC-02,Mouse,2,24.89
431,2023-01-28,NYC-02,Monitor,5,268.55
432,2023-05-04,London-01,Keyboard,6,96.71
433,2023-03-31,London-01,Mouse,7,26.92
434,2023-11-07,Tokyo-04,Phone,9,835.02
435,2023-05-29,Tokyo-04,Cables,4,14.91
436,2023-01-06,NYC-02,Cables,2,17.23
437,2023-09-06,London-01,Mouse,6,22.14
438,2023-08-04,London-01,Laptop,7,1185.74
439,2023-08-24,NYC-02,Phone,6,865.69
440,2023-04-26,Berlin-03,Phone,7,710.81
441,2023-05-18,Tokyo-04,Cables,4,14.8
442,2023-06-29,NYC-02,Monitor,5,287.73
443,2023-12-09,Paris-05,TV,5,1460.79
444,2023-04-20,London-01,Keyboard,2,86.6
445,2023-03-07,NYC-02,Phone,6,767.13
446,2023-06-23,London-01,Laptop,9,1053.41
447,2023-02-08,Paris-05,Mouse,9,21.52
448,2023-03-07,Berlin-03,Keyboard,6,110.18
449,2023-07-08,Tokyo-04,Laptop,8,1192.41
450,2023-04-18,Tokyo-04,Keyboard,1,91.77
451,2023-06-26,London-01,Cables,1,16.32
452,2023-04-05,Paris-05,Monitor,1,334.23
453,2023-11-07,Berlin-03,Phone,3,692.12
454,2023-08-04,Paris-05,Laptop,9,1114.55
455,2023-05-16,Berlin-03,Mouse,4,27.59
456,2023-08-24,NYC-02,TV,3,1345.91
457,2023-11-16,NYC-02,Phone,2,763.74
458,2023-10-07,London-01,Mouse,3,26.63
459,2023-07-27,London-01,Laptop,4,1224.52
460,2023-07-10,Paris-05,Keyboard,7,88.64
461,2023-07-20,Tokyo-04,Cables,4,15.24
462,2023-09-12,Tokyo-04,Phone,6,806.92
463,2023-03-11,Paris-05,Phone,8,794.39
464,2023-06-15,Berlin-03,Keyboard,7,93.47
465,2023-07-25,Berlin-03,Phone,3,708.41
466,2023-08-15,Paris-05,Keyboard,7,87.05
467,2023-09-23,London-01,Laptop,3,1153.86
468,2023-09-09,Tokyo-04,TV,5,1536.53
469,2023-04-27,Berlin-03,Laptop,8,1226.39
470,2023-02-22,London-01,Mouse,3,22.22
471,2023-05-05,NYC-02,Monitor,1,319.73
472,2023-02-12,London-01,Mouse,4,23.51
473,2023-03-09,Paris-05,Phone,9,711.4
474,2023-06-03,London-01,TV,1,1450.41
475,2023-04-06,Tokyo-04,Laptop,8,1134.94
476,2023-04-13,NYC-02,Keyboard,9,98.32
477,2023-04-23,Tokyo-04,Phone,3,894.44
478,2023-12-26,NYC-02,Laptop,5,1188.17
479,2023-11-04,Paris-05,TV,2,1471.27
480,2023-06-05,Paris-05,Cables,7,16.88
481,2023-08-11,London-01,Laptop,4,1364.45
482,2023-02-05,NYC-02,Cables,3,14.81
483,2023-10-06,Tokyo-04,Keyboard,1,93.66
484,2023-11-14,Berlin-03,TV,8,1531.48
485,2023-04-04,London-01,Keyboard,9,92.15
486,2023-09-05,London-01,Cables,4,13.96
487,2023-10-14,London-01,Mouse,4,22.24
488,2023-09-01,Tokyo-04,Laptop,5,1279.63
489,2023-10-10,London-01,Mouse,8,27.35
490,2023-12-02,Paris-05,Cables,1,16.15
491,2023-01-03,Berlin-03,TV,1,1657.4
492,2023-03-20,London-01,Cables,5,12.99
493,2023-08-02,NYC-02,Monitor,6,310.89
494,2023-03-31,London-01,TV,2,1281.49
495,2023-11-18,Paris-05,Monitor,2,294.67
496,2023-02-14,Paris-05,Mouse,9,28.3
497,2023-09-11,London-01,Laptop,9,1080.24
498,2023-06-21,Paris-05,Mouse,5,22.25
499,2023-01-31,NYC-02,Cables,3,14.83
500,2023-04-29,Tokyo-04,Laptop,9,1189.12
501,2023-10-22,Paris-05,Mouse,8,22.78
502,2023-03-12,NYC-02,Phone,8,853.07
503,2023-07-25,Berlin-03,Keyboard,3,96.99
504,2023-11-14,Tokyo-04,Phone,1,863.3
505,2023-06-27,NYC-02,Keyboard,8,97.89
506,2023-06-25,Paris-05,Mouse,6,24.99
507,2023-05-09,Tokyo-04,Phone,3,899.75
508,2023-12-23,Berlin-03,Monitor,4,291.47
509,2023-12-23,Tokyo-04,Monitor,2,293.13
510,2023-04-13,Berlin-03,Cables,8,14.77
511,2023-10-27,London-01,TV,6,1645.51
512,2023-12-22,Tokyo-04,Mouse,6,21.57
513,2023-07-24,NYC-02,Mouse,8,24.69
514,2023-07-15,Paris-05,Keyboard,7,89.8
515,2023-08-09,Tokyo-04,Laptop,3,1320.35
516,2023-05-04,NYC-02,TV,8,1505.46
517,2023-12-08,London-01,Phone,7,842.48
518,2023-03-22,Paris-05,Monitor,3,260.97
519,2023-04-29,London-01,TV,9,0.0
520,2023-04-27,Paris-05,Monitor,9,0.0
521,2023-07-14,London-01,Keyboard,1,103.96
522,2023-02-25,Tokyo-04,TV,2,1352.3
523,2023-05-04,Berlin-03,Phone,7,785.04
524,2023-07-22,NYC-02,Monitor,9,313.16
525,2023-01-29,London-01,TV,8,1611.53
526,2023-11-30,NYC-02,Monitor,5,259.18
527,2023-02-11,London-01,Laptop,8,1219.1
528,2023-10-15,NYC-02,Laptop,1,1054.26
529,2023-07-08,NYC-02,Phone,9,864.34
530,2023-02-11,Tokyo-04,Phone,6,888.16
531,2023-09-04,Tokyo-04,Cables,2,12.82
532,2023-07-23,NYC-02,Monitor,4,255.37
533,2023-06-18,London-01,Cables,2,13.33
534,2023-08-06,NYC-02,TV,5,1603.86
535,2023-06-23,Paris-05,Monitor,1,270.09
536,2023-07-02,London-01,Cables,7,16.14
537,2023-01-18,Tokyo-04,Keyboard,3,113.65
